% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=691310, Tue Feb 25 21:17:51 2020, <python>{}</python>
1 10 0.9757526597956336 0 0 0.959440434535375 0.9761545608367279 0.9461807825118626 1.0101370517660044 0.9628010800956347 0.9200905765884682 0.9959942594946067 1.0316247866977237 0.9803381080998689 0.984245081380684
2 20 0.9512937766427016 0 0 0.9226644599603604 0.9628844206998645 0.8998855601176037 0.983840430355939 0.920852337584234 0.892978938867007 0.9836085388336163 1.0184594604456179 0.9440614202926805 0.943235198417165
3 30 0.9190219044195224 0 0 0.8873580639781233 0.9239517751657172 0.8675911058186744 0.9177758547787283 0.8803511694039544 0.8538023395227333 0.9620504176099922 1.0018689105313172 0.8983845737538232 0.9123304107423876
4 40 0.8984180431366303 0 0 0.8467921130656552 0.8928136880771274 0.8794268098304221 0.8911241368337535 0.8413227734576765 0.8100668230599505 0.9532699051029184 0.9917021760640533 0.86831245200073 0.8972518774284619
5 50 0.9286695832550538 0 0 0.8888232354489886 0.9290368907705963 0.9520773799285734 0.9253362132414946 0.8642092830089355 0.8375867161351014 0.9692403949050181 1.0232138078934243 0.8527107039800399 0.949230490026258
6 60 1.0710341540144563 0 0 1.074491216504183 1.0763143065187808 1.117108051146377 1.074676299691358 0.9946642919791429 0.972655210195938 1.126616996040362 1.1821041366380636 0.9631300868843221 1.1073117656562912
7 70 1.3716207787381949 0 0 1.3906688134213092 1.3890427205285671 1.4703341237662746 1.3609001428319571 1.2429565966014824 1.2469689018794095 1.4967964198702142 1.4854471084426344 1.2332685440128301 1.4288530207223111
8 80 1.7070817617705851 0 0 1.7782539317752946 1.737770125877843 1.8255992350033152 1.673717082639964 1.5136980045658017 1.5049369053734885 1.8810733556031418 1.8116782317921245 1.5327491169780374 1.7814554743581636
9 90 1.9559362072618822 0 0 1.9910114493085254 1.9094515633095686 2.0787689967146945 1.932326703029617 1.7603899296276224 1.7523379656917752 2.0966249187579917 2.100639591989312 1.7994089796099506 2.068211219840999
10 100 2.298789107785101 0 0 2.310265656244381 2.253070414842869 2.432106144118012 2.273846431299329 2.0161969325155793 2.0902790594340295 2.4139817109497046 2.514380573373439 2.1416582144779115 2.459653573799996
11 110 2.545082013702004 0 0 2.52546196391363 2.5178425950576613 2.6478362225076486 2.4559499905616846 2.241711734842212 2.2949178985563603 2.67177833901776 2.788175156590903 2.3418410981184654 2.7399941649218027
